ID,NAME,SHIRT_NAME,GK  0,CWP  2,CBT  3,SB  4,DMF  5,WB  6,CMF  7,SMF  8,AMF  9,WF 10,SS  11,CF  12,REGISTERED POSITION,HEIGHT,STRONG FOOT,FAVOURED SIDE,WEAK FOOT ACCURACY,WEAK FOOT FREQUENCY,ATTACK,DEFENSE,BALANCE,STAMINA,TOP SPEED,ACCELERATION,RESPONSE,AGILITY,DRIBBLE ACCURACY,DRIBBLE SPEED,SHORT PASS ACCURACY,SHORT PASS SPEED,LONG PASS ACCURACY,LONG PASS SPEED,SHOT ACCURACY,SHOT POWER,SHOT TECHNIQUE,FREE KICK ACCURACY,SWERVE,HEADING,JUMP,TECHNIQUE,AGGRESSION,MENTALITY,GOAL KEEPING,TEAM WORK,CONSISTENCY,CONDITION / FITNESS,DRIBBLING,TACTIAL DRIBBLE,POSITIONING,REACTION,PLAYMAKING,PASSING,SCORING,1-1 SCORING,POST PLAYER,LINES,MIDDLE SHOOTING,SIDE,CENTRE,PENALTIES,1-TOUCH PASS,OUTSIDE,MARKING,SLIDING,COVERING,D-LINE CONTROL,PENALTY STOPPER,1-ON-1 STOPPER,LONG THROW,INJURY TOLERANCE,DRIBBLE STYLE,FREE KICK STYLE,PK STYLE,DROP KICK STYLE,AGE,WEIGHT,NATIONALITY,SKIN COLOR,FACE TYPE,PRESET FACE NUMBER,HEAD WIDTH,NECK LENGTH,NECK WIDTH,SHOULDER HEIGHT,SHOULDER WIDTH,CHEST MEASUREMENT,WAIST CIRCUMFERENCE,ARM CIRCUMFERENCE,LEG CIRCUMFERENCE,CALF CIRCUMFERENCE,LEG LENGTH,WRISTBAND,WRISTBAND COLOR,INTERNATIONAL NUMBER,CLASSIC NUMBER,CLUB TEAM,CLUB NUMBER
920,<L 920>,,0,0,0,0,0,0,0,0,0,0,0,1,12,172,R,B,5,5,84,35,78,80,86,86,84,88,81,80,74,71,68,71,83,83,83,70,70,78,83,82,84,70,50,78,6,6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,A,3,1,1,1,27,68,Tunisia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,11,0,Valencia CF,11
921,Bezana,B E Z A N A,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,B,3,3,35,80,84,53,63,62,86,64,40,39,44,45,60,62,36,78,36,37,37,42,80,43,53,74,78,69,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,A,1,1,1,3,35,81,Costa Rica,2,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,18,0,,0
922,Urenas,U R E N A S,0,0,1,0,0,0,0,0,0,0,0,0,3,178,R,R,5,5,55,73,77,79,76,75,73,74,68,68,63,63,69,69,56,76,59,54,50,72,78,70,55,68,50,69,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,73,Costa Rica,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,4,0,,0
923,Sevalre,S E V A L R E,0,1,1,0,1,0,0,1,0,0,0,0,5,186,R,R,5,5,66,67,84,78,76,73,70,70,72,74,68,72,68,73,65,82,63,60,63,77,78,72,63,68,50,69,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,81,Costa Rica,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,20,0,,0
924,Malon,M  A  L  O  N,0,0,1,0,1,0,0,0,0,0,0,0,3,180,R,B,5,5,55,78,82,76,72,78,82,74,70,70,69,71,72,72,57,72,60,54,55,77,83,66,56,75,50,70,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,32,76,Costa Rica,2,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,3,0,,0
925,Dazee Unazoboca,D. UNAZOBOCA,0,0,0,0,1,0,0,0,0,0,0,0,5,179,R,B,5,5,60,72,77,84,75,73,78,74,71,70,69,73,68,70,60,81,62,50,48,76,77,70,59,73,50,74,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,77,Costa Rica,2,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,6,0,,0
926,Sols,S  O  L  S,0,0,0,0,1,0,0,0,0,0,0,0,5,177,R,B,5,5,64,69,75,84,77,76,76,71,73,70,75,72,69,68,63,77,60,55,52,73,76,71,62,74,50,76,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,33,78,Costa Rica,3,0,1,-3,0,0,1,1,0,0,0,-1,-2,2,N,None,8,0,,0
927,<L 927>,,0,0,1,1,0,1,0,0,0,0,0,0,3,174,R,B,6,6,60,84,75,85,80,88,84,86,75,77,72,75,75,72,62,83,65,55,63,77,90,76,65,78,50,84,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,A,1,1,1,1,27,76,Costa Rica,3,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,5,0,Hellas Verona FC,3
928,Filquera,FILQUERA,0,0,1,1,0,1,0,0,0,0,0,0,4,186,L,L,4,4,65,68,80,82,77,72,68,67,75,69,66,65,70,73,55,77,61,55,63,74,78,75,65,70,50,73,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,74,Costa Rica,2,0,1,1,0,0,0,0,0,0,0,0,0,0,N,None,12,0,,0
929,Centena,C E N T E N A,0,0,0,0,1,0,1,1,1,0,0,0,9,174,R,B,5,5,73,60,72,79,76,72,66,75,80,72,85,69,84,73,66,82,70,79,80,65,71,80,70,71,50,70,5,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,2,1,1,32,69,Costa Rica,3,0,1,-3,0,0,1,1,0,0,0,-1,-2,2,N,None,10,0,,0
930,Wantose,W A N T O S E,0,0,0,0,0,0,0,0,0,0,0,1,12,193,R,B,5,5,81,32,83,74,84,79,74,73,84,72,81,72,69,66,79,81,87,60,55,75,85,86,76,72,50,63,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,1,2,1,1,30,79,Costa Rica,4,0,1,0,2,0,1,1,1,0,0,0,-2,4,N,None,9,0,,0
931,Ronny Gonez,R. GONEZ,0,0,0,0,0,0,0,1,1,0,1,1,12,183,L,L,4,4,75,40,83,76,80,83,78,75,87,74,79,72,77,75,80,92,84,72,72,80,72,85,75,69,50,68,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,A,2,9,1,1,31,80,Costa Rica,3,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,11,0,,0
932,Melen,M  E  L  E  N,1,0,0,0,0,0,0,0,0,0,0,0,0,180,R,B,4,4,32,77,82,58,67,69,87,68,42,47,45,50,57,61,39,76,38,40,37,40,81,46,59,73,76,72,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,3,33,80,Costa Rica,3,0,1,-3,0,0,1,1,0,0,0,-1,-2,2,N,None,1,0,,0
933,Agutello,AGUTELLO,1,0,0,0,0,0,0,0,0,0,0,0,0,180,R,B,3,3,30,76,78,63,70,68,85,72,45,40,48,48,58,58,30,80,30,45,45,35,80,50,55,70,76,72,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,3,28,66,Costa Rica,3,0,1,1,2,0,1,1,1,0,0,0,-2,4,N,None,23,0,,0
934,Barjoze,B A R J O Z E,0,0,1,1,0,0,0,0,0,0,0,0,3,181,R,R,5,5,53,72,80,76,76,73,70,72,67,68,65,69,63,66,59,79,58,49,48,79,78,68,52,68,50,72,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,73,Costa Rica,1,0,1,0,2,0,1,1,1,0,0,0,-2,4,N,None,17,0,,0
935,Rondelaz,RONDELAZ,0,0,1,1,0,0,0,0,0,0,0,0,3,174,R,R,5,5,56,70,75,82,80,85,72,78,66,69,66,65,68,68,56,74,60,52,45,70,82,70,58,67,50,67,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,A,1,1,1,1,24,76,Costa Rica,3,0,1,-6,0,0,1,1,0,0,0,-1,-2,2,N,None,22,0,,0
936,Dorlanda,DORLANDA,0,0,1,1,0,1,0,1,0,0,0,0,4,172,R,R,5,5,69,67,82,88,83,81,66,80,79,83,69,72,80,84,64,84,66,55,60,68,79,72,75,63,50,62,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,30,66,Costa Rica,4,0,1,-3,0,0,1,1,0,0,0,-1,-2,2,N,None,2,0,,0
937,Wlanaz,W L A N A Z,0,0,0,1,0,1,0,0,0,0,0,0,4,175,R,R,5,5,73,60,78,86,81,81,72,78,80,78,72,72,81,78,58,83,60,60,60,73,80,78,71,69,50,72,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,31,72,Costa Rica,4,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,None,15,0,,0
938,Aquijuarna,AQUIJUARNA,0,0,0,0,1,0,0,0,0,0,0,0,5,182,R,B,5,5,62,68,76,83,74,74,74,73,70,68,73,75,72,70,63,82,62,59,53,69,75,73,60,68,50,69,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,83,Costa Rica,1,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,14,0,,0
939,Bortez,B O R T E Z,0,0,0,0,0,1,0,1,0,0,0,0,8,178,R,B,5,5,73,45,75,85,84,83,72,82,77,82,73,75,78,78,68,80,68,73,70,63,77,79,72,65,50,63,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,2,1,1,1,22,67,Costa Rica,3,0,1,2,0,0,0,0,0,0,0,0,0,0,N,None,7,0,,0
940,C.Hediaz,C. HEDIAZ,0,0,0,0,1,0,0,1,1,0,0,0,9,170,R,B,5,5,72,48,70,78,76,79,68,80,82,77,76,69,75,68,75,79,72,74,73,64,76,82,70,67,50,75,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,24,70,Costa Rica,1,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,16,0,,0
941,Nudrin,N U D R I N,0,0,0,0,0,0,0,0,0,1,1,1,11,178,R,B,5,5,73,44,78,80,81,81,73,81,79,79,66,68,69,73,74,74,77,55,55,72,80,76,77,68,50,66,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,73,Costa Rica,4,0,1,-6,0,0,1,1,0,0,0,-1,-2,2,N,None,21,0,,0
942,Sagoiro,S A G O I R O,0,0,0,0,0,0,0,0,0,0,0,1,12,183,R,B,5,5,76,35,79,75,82,80,76,75,73,77,62,65,61,66,73,82,77,53,50,73,83,76,84,65,50,66,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,82,Costa Rica,3,0,1,-2,0,0,0,0,0,0,0,0,0,0,N,None,19,0,,0
943,Bentorna,BENTORNA,0,0,0,0,0,0,0,0,0,1,0,1,12,185,L,L,4,4,76,37,82,74,77,74,76,73,76,71,72,68,69,66,79,79,79,52,50,76,73,78,75,66,50,66,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,85,Costa Rica,3,0,1,1,2,0,1,1,1,0,0,0,-2,4,N,None,13,0,,0
944,O. Sánchez,O. SANCHEZ,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,B,4,4,30,85,82,57,66,68,89,71,47,46,53,52,58,64,36,75,39,40,43,42,75,44,53,74,83,78,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,3,33,79,Mexico,2,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,1,0,,0
945,Márquez,R. MARQUEZ,0,1,1,0,1,0,0,0,0,0,0,0,3,182,R,B,5,4,66,87,84,81,73,74,81,76,72,71,75,83,83,88,69,85,70,74,63,87,88,75,71,77,50,73,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,B,1,1,1,1,27,74,Mexico,2,1,112,-3,0,0,0,0,0,0,0,0,0,0,N,None,4,0,Lille OSC,4
946,Osorio,R. OSORIO,0,1,1,1,0,1,0,0,0,0,0,0,3,173,R,R,5,5,66,76,74,86,80,85,81,84,75,75,70,74,70,71,62,73,68,50,60,72,85,76,68,70,50,85,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,26,68,Mexico,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,5,0,,0
947,Salcido,C. SALCIDO,0,0,1,1,0,0,0,0,0,0,0,0,4,174,R,B,5,5,56,82,80,88,74,76,75,76,73,70,72,74,66,73,62,74,60,58,59,76,80,73,60,75,50,81,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,70,Mexico,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,N,None,3,0,Hertha BSC,23
948,Pardo,P. PARDO,0,0,0,1,1,0,0,0,0,0,0,0,5,175,R,R,5,5,69,71,75,87,76,75,78,75,77,73,80,76,80,72,63,83,65,75,74,69,75,77,64,80,50,90,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,69,Mexico,3,0,1,-4,2,0,1,1,1,0,0,0,-2,4,N,None,8,0,,0
949,Torrado,G. TORRADO,0,0,0,0,1,0,1,1,0,0,0,0,5,172,R,B,5,5,68,72,72,86,82,77,84,78,78,74,82,77,80,70,67,78,69,69,70,70,72,82,69,68,50,75,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,66,Mexico,3,0,1,-4,2,0,1,1,1,0,0,0,-2,4,N,None,6,0,,0
950,Mario Méndez,M. MENDEZ,0,0,1,1,0,1,0,0,0,0,0,0,4,175,R,B,5,5,67,68,73,86,78,78,75,77,77,78,72,76,76,77,64,73,62,56,58,68,78,75,63,72,50,76,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,67,Mexico,3,0,1,0,0,0,1,1,0,0,0,-1,-2,2,N,None,16,0,,0
951,Pineda,G. PINEDA,0,0,1,1,1,1,0,0,0,0,0,0,4,177,L,B,5,5,65,72,75,81,75,76,75,77,76,73,74,74,75,70,65,78,64,73,73,74,78,75,60,71,50,78,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,2,1,1,24,67,Mexico,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,14,0,,0
952,Bravo,O. BRAVO,0,0,0,0,0,0,0,1,0,0,1,1,12,174,R,B,5,5,79,32,68,76,82,85,84,84,82,82,68,73,68,67,76,73,80,63,59,74,81,80,86,66,50,65,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,71,Mexico,2,0,1,0,2,0,1,1,1,0,0,0,-2,4,N,None,19,0,,0
953,Franco,GUILLE FRANCO,0,0,0,0,0,0,0,0,0,0,1,1,12,182,R,B,5,5,80,35,76,76,77,77,83,78,75,72,72,70,69,66,81,75,81,55,53,78,76,82,82,70,50,72,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,1,1,1,1,29,76,Mexico,1,0,1,2,2,0,1,1,1,0,0,0,-2,4,N,None,10,0,Galatasaray A^,9
954,Borgetti,J. BORGETTI,0,0,0,0,0,0,0,0,0,0,0,1,12,182,R,B,5,5,84,34,81,73,69,70,85,69,73,68,72,70,67,66,80,78,85,60,57,97,85,74,80,73,50,69,6,4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,33,78,Mexico,2,1,113,-3,0,0,0,0,0,0,0,0,0,0,L,White,9,0,,0
955,Corona,J. CORONA,1,0,0,0,0,0,0,0,0,0,0,0,0,181,R,B,4,4,45,80,78,63,70,73,93,78,50,55,49,55,70,75,36,78,35,38,36,46,86,54,70,67,80,65,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,4,25,82,Mexico,3,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,12,0,,0
956,Ochoa,G. OCHOA,1,0,0,0,0,0,0,0,0,0,0,0,0,185,R,R,4,4,38,78,79,63,74,73,92,77,56,53,55,54,62,68,42,76,40,45,43,41,88,56,66,69,76,73,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,3,21,73,Mexico,1,0,1,2,2,0,1,1,1,0,0,0,-2,4,N,None,13,0,,0
957,Suárez,C. SUAREZ,0,1,1,0,0,0,0,0,0,0,0,0,3,181,R,B,5,5,61,87,78,67,68,73,80,69,72,70,74,69,76,70,67,76,66,60,57,80,74,77,75,87,50,83,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,37,75,Mexico,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,2,0,,0
958,F. Rodríguez,F. RODRIGUEZ,0,0,1,1,0,0,0,0,0,0,0,1,3,191,R,B,4,4,54,77,84,82,74,72,73,72,68,67,65,71,67,65,51,79,54,47,48,81,74,70,52,73,50,73,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,80,Mexico,3,0,1,0,0,0,0,0,0,0,0,0,0,0,N,None,22,0,,0
959,J. A. Castro,J. A. CASTRO,0,0,1,1,0,1,0,1,0,0,0,0,4,177,R,R,5,5,67,64,72,85,83,84,70,82,76,75,68,67,70,72,63,73,63,52,54,63,76,73,66,67,50,69,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,26,63,Mexico,1,0,1,-5,2,0,1,1,1,0,0,0,-2,4,N,None,15,0,,0
960,R. Garcia,R. GARCIA,0,0,0,0,1,1,1,1,0,0,0,0,5,175,L,L,5,5,67,69,64,82,77,78,74,75,75,74,80,78,82,74,68,82,65,72,75,70,72,81,67,72,50,80,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,66,Mexico,2,0,1,-3,0,0,0,0,0,0,0,0,0,0,N,None,20,0,,0
961,Ramón Morales,R. MORALES,0,0,0,1,0,1,0,1,1,0,1,0,8,168,L,L,4,4,75,60,68,84,81,84,71,84,79,80,73,78,84,90,72,86,72,84,81,65,78,79,78,73,50,70,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,A,4,2,1,1,31,62,Mexico,3,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,11,0,,0
962,Guardado,J. GUARDADO,0,0,0,1,0,1,0,1,0,0,0,0,8,169,L,L,4,4,72,52,66,75,78,80,70,82,82,75,76,76,77,73,65,75,65,75,75,60,72,82,72,63,50,65,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,60,Mexico,1,0,1,1,2,0,1,1,1,0,0,0,-2,4,N,None,18,0,,0
963,L. E. Pérez,L. PEREZ,0,0,0,0,0,0,1,1,1,0,0,0,9,170,R,L,5,5,72,43,63,86,80,83,78,86,81,79,80,78,74,69,68,71,68,71,72,74,80,82,78,68,50,75,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,25,70,Mexico,3,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,23,0,,0
964,Zinha,A. NAELSON,0,0,0,0,0,0,1,0,1,0,0,0,9,163,R,B,5,5,76,58,71,80,76,78,73,82,80,75,82,82,81,77,73,80,77,77,78,67,73,85,65,73,50,81,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,A,1,1,1,1,30,66,Mexico,3,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,7,0,,0
965,Arellano,J. ARELLANO,0,0,0,0,0,1,0,1,1,1,1,0,10,175,R,R,5,5,78,42,73,80,85,84,72,83,84,85,82,74,79,73,74,78,73,73,72,66,76,80,82,71,50,73,4,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,33,69,Mexico,3,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,21,0,,0
966,Kikin,K  I  K  I  N,0,0,0,0,0,0,0,1,0,1,1,1,12,184,R,R,7,7,79,45,84,78,78,77,77,73,82,75,76,73,72,73,79,78,80,64,60,81,79,82,80,73,50,68,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,27,79,Mexico,1,0,1,2,0,0,0,0,0,0,0,0,0,0,B,White,17,0,FC Viktoria PlzeH,17
967,Hisetip,H I S E T I P,1,0,0,0,0,0,0,0,0,0,0,0,0,193,R,B,4,4,30,83,89,52,59,57,85,58,41,47,49,53,58,65,54,72,55,48,42,48,74,48,52,71,84,71,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,1,1,1,1,37,91,Trinidad and Tobago,3,0,1,1,2,0,1,1,1,0,0,0,-2,4,N,None,1,0,,0
968,Sanache,S A N A C H E,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,R,4,4,51,74,85,80,76,72,71,70,63,69,62,60,63,63,53,82,52,43,41,79,79,63,55,65,50,62,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,84,Trinidad and Tobago,3,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,None,5,0,,0
969,Dis Lawnece,DIS LAWNECE,0,1,1,0,0,0,0,0,0,0,0,0,3,201,R,B,4,4,50,73,82,72,73,68,70,63,72,60,63,67,62,65,54,75,57,49,48,76,72,70,50,72,50,69,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,32,76,Trinidad and Tobago,3,0,1,0,0,0,1,1,0,0,0,-1,-2,2,N,None,6,0,,0
970,Sin Gran,SIN GRAN,0,0,1,1,0,1,0,0,0,0,0,0,4,173,R,R,5,5,62,65,75,80,85,83,69,76,73,75,65,67,66,68,61,75,60,52,54,68,80,73,63,66,50,66,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,29,74,Trinidad and Tobago,3,0,1,-3,2,0,1,1,1,0,0,0,-2,4,N,None,8,0,,0
971,Erie Job,ERIE JOB,0,0,1,1,0,1,0,0,0,0,0,0,3,183,L,L,4,4,53,72,81,79,76,72,74,73,65,70,63,70,72,74,55,83,60,51,50,78,85,65,55,63,50,67,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,A,1,1,1,1,31,77,Trinidad and Tobago,3,0,1,-2,2,0,1,1,1,0,0,0,-2,4,N,None,3,0,,0
972,Yorb,Y  O  R  B,0,1,0,0,1,0,0,1,1,0,0,1,12,182,R,L,5,5,82,50,76,73,74,75,82,74,79,74,76,75,80,72,80,80,81,75,70,86,80,85,69,76,50,82,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3,1,1,1,34,75,Trinidad and Tobago,4,0,1,-4,0,0,0,0,0,0,0,0,0,0,N,None,19,0,,0
973,Barullo,B A R U L L O,0,0,0,0,1,0,1,1,0,0,0,0,5,175,R,R,5,5,66,61,75,84,77,76,72,75,74,76,72,74,70,72,65,82,68,69,69,66,72,74,66,67,50,68,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,82,Trinidad and Tobago,1,0,1,-1,2,0,1,1,1,0,0,0,-2,4,N,None,7,0,,0
974,Thegadeut,THEGADEUT,0,0,0,1,1,0,1,1,1,0,0,0,7,181,R,R,5,5,67,56,72,79,76,77,69,75,78,73,74,74,72,73,66,78,73,66,69,68,76,77,72,60,50,63,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,24,78,Trinidad and Tobago,3,0,1,2,2,0,1,1,1,0,0,0,-2,4,N,None,18,0,,0
975,Cames Elpawa,C. ELPAWA,0,0,0,1,0,1,0,1,0,1,0,0,8,180,R,R,5,5,71,49,75,79,81,80,68,77,82,78,68,70,71,73,66,78,66,61,63,65,76,77,72,65,50,63,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,A,3,1,1,1,28,73,Trinidad and Tobago,2,0,1,0,2,0,1,1,1,0,0,0,-2,4,N,None,11,0,,0
976,Corea Sareym,COREA SAREYM,0,0,0,0,0,0,0,1,0,1,0,1,10,175,R,B,5,5,70,40,73,78,85,85,68,82,80,82,69,65,66,64,66,83,76,54,55,68,82,76,79,63,50,62,3,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,2,1,1,1,25,76,Trinidad and Tobago,4,0,1,5,2,0,1,1,1,0,0,0,-2,4,N,None,12,0,,0
977,Subbero Jay,SUBBERO JAY,0,0,0,0,0,0,0,0,0,0,0,1,12,180,R,R,7,7,80,35,86,73,80,77,76,72,81,78,73,67,70,73,83,83,84,53,50,76,83,82,84,66,50,66,4,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,29,84,Trinidad and Tobago,3,0,1,5,2,0,1,1,1,0,0,0,-2,4,N,None,14,0,,0
978,Jacom,J  A  C  O  M,1,0,0,0,0,0,0,0,0,0,0,0,0,190,R,B,3,3,30,76,88,56,69,66,90,65,45,52,48,50,55,60,34,82,37,40,42,41,84,45,53,67,76,65,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,30,101,Trinidad and Tobago,4,0,1,-1,0,0,1,1,0,0,0,-1,-2,2,N,None,21,0,,0
979,Ikmince,I K M I N C E,1,0,0,0,0,0,0,0,0,0,0,0,0,191,R,B,3,3,30,75,88,53,61,58,82,62,44,46,44,47,53,61,35,79,33,39,41,42,73,43,57,72,76,68,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,34,85,Trinidad and Tobago,3,0,1,5,2,0,1,1,1,0,0,0,-2,4,N,None,22,0,,0
